smiles,mw,heavy_atoms,atoms,heteroatoms,rings,GFN2_HOMO_LUMO_GAP,DFT_HOMO_LUMO_GAP,rdkit_smiles,inchi_key,compound_id
[H]N=C(N([H])/N=C(\[H])c1c([H])c([H])c(OC([H])([H])c2c([H])sc([H])[n+]2C([H])([H])[H])c([H])c1[H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],344.15395774409063,24,46,7,3,0.0044832,0.1638073410237436,C[n+]1cscc1COc1ccc(/C=N/NC(=N)N2CCCC2)cc1,ITLNUMJVLJXMTN-VXLYETTFSA-N,ITLNUMJVLJXMTN-VXLYETTFSA-N
[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(B(O[H])O[H])N([H])C(=O)C([H])([H])N(C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C1(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C1([H])[H],493.28603503200094,36,72,10,3,0.1345067,0.3380108664717282,N=C(N)NCCC[C@@H](NC(=O)CN(CC1(c2ccccc2)CC1)C(=O)CCc1ccccc1)B(O)O,DSVGBRXCGKCTSK-JOCHJYFZSA-N,DSVGBRXCGKCTSK-JOCHJYFZSA-N
[H]O[C@]([H])(/C([H])=C(\[H])C(=C(c1c([H])c([H])c(F)c([H])c1[H])c1c([H])c([H])c(F)c([H])c1[H])c1nnn(C([H])([H])[H])n1)C([H])([H])[C@@]([H])(O[H])C([H])([H])C(=O)[O-],455.15363517191065,33,54,10,3,0.024658,0.2499759646570674,Cn1nnc(C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])=C(c2ccc(F)cc2)c2ccc(F)cc2)n1,VJPNGPAOORMBST-MMKWGKFASA-M,VJPNGPAOORMBST-MMKWGKFASA-M
[H]O[C@]([H])(/C([H])=C(\[H])C(=C(c1c([H])c([H])c(F)c([H])c1[H])c1c([H])c([H])c(F)c([H])c1[H])c1nnn(C([H])([H])C([H])([H])[H])n1)C([H])([H])[C@@]([H])(O[H])C([H])([H])C(=O)[O-],469.16928523591065,34,57,10,3,0.0074426,0.216817864170573,CCn1nnc(C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])=C(c2ccc(F)cc2)c2ccc(F)cc2)n1,NEAHCMMTZXVNNI-XICOBVEKSA-M,NEAHCMMTZXVNNI-XICOBVEKSA-M
[H]c1nc2c(nc(-c3c([H])c([H])c(Cl)c([H])c3[H])n2C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-])c([H])c1[H],371.0916416319105,26,42,8,3,0.045913,0.2666988357184153,O=C([O-])CCCNC(=O)Cn1c(-c2ccc(Cl)cc2)nc2cccnc21,WQNBXYDPWXPEPI-UHFFFAOYSA-M,WQNBXYDPWXPEPI-UHFFFAOYSA-M
[H]ON(C(=O)N([H])C([H])([H])c1c([H])c([H])c([H])c(OC([H])([H])/C([H])=C(\C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])c1[H])C(C(=O)[O-])(C([H])([H])[H])C([H])([H])[H],403.2238456719108,29,60,7,1,0.0868288,0.3172859625823314,CC(C)=CCC/C(C)=C/COc1cccc(CNC(=O)N(O)C(C)(C)C(=O)[O-])c1,NOJVBPONEXVKGV-SFQUDFHCSA-M,NOJVBPONEXVKGV-SFQUDFHCSA-M
[H]c1c([H])c([H])c(C(C(=O)N([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])n2c([H])c([H])[n+](C([H])([H])[H])c2C([H])([H])[H])c([H])c1[H],334.1913888080906,25,49,4,3,0.1048895,0.3319187262086117,Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1C,JQMZITXYDTZWDV-UHFFFAOYSA-O,JQMZITXYDTZWDV-UHFFFAOYSA-O
[H]C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])/C(=C(\[H])C([H])([H])C([H])([H])/C(=C(\[H])C(=O)C(F)(F)P(=O)([O-])[O-])C([H])([H])[H])C([H])([H])[H],348.13129944582056,23,46,7,0,0.0116172,0.1970236803068302,CC(C)=CCC/C(C)=C/CC/C(C)=C/C(=O)C(F)(F)P(=O)([O-])[O-],ZRWXDVIDMWWUBB-IJFRVEDASA-L,ZRWXDVIDMWWUBB-IJFRVEDASA-L
[H]C([H])([H])C([H])([H])SC(=O)OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],192.10527623609,12,30,4,0,0.1426478,0.3943176165360699,CCSC(=O)OCC[N+](C)(C)C,SVDYJKUQBFJSPO-UHFFFAOYSA-N,SVDYJKUQBFJSPO-UHFFFAOYSA-N
[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c(Cl)c1N([H])C(=O)C([H])([H])[n+]1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],368.0830165680905,24,43,8,2,0.0682678999999999,0.2678190708557302,Cc1cc(C)[n+](CC(=O)Nc2ccc(S(N)(=O)=O)cc2Cl)c(C)c1,RYIKYFYVTXZXGY-UHFFFAOYSA-O,RYIKYFYVTXZXGY-UHFFFAOYSA-O
[H]c1c(N([H])C(=O)C([H])([H])[n+]2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c([H])c2sc(S(=O)(=O)N([H])[H])nc2c1[H],391.0893088880905,26,45,9,3,0.0563614,0.2509702340676155,Cc1cc(C)[n+](CC(=O)Nc2ccc3nc(S(N)(=O)=O)sc3c2)c(C)c1,TWNBIHDFEMHIQI-UHFFFAOYSA-O,TWNBIHDFEMHIQI-UHFFFAOYSA-O
[H]c1c([H])c([H])c(C([H])([H])[n+]2c([H])c([H])n(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(C(=O)N([H])[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])c2C([H])([H])[H])c([H])c1[H],438.2539890640909,33,65,4,4,0.1148154,0.3423311089951749,Cc1n(CCCCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1,YCKSXONWBYRMPL-UHFFFAOYSA-O,YCKSXONWBYRMPL-UHFFFAOYSA-O
[H]c1c([H])c([H])[n+](C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[n+]2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],326.27110192818094,24,58,2,2,0.0615799,0.320598717374745,c1cc[n+](CCCCCCCCCCCC[n+]2ccccc2)cc1,PJYVBMNAFDUKRW-UHFFFAOYSA-N,PJYVBMNAFDUKRW-UHFFFAOYSA-N
[H]OB(O[H])C([H])(N([H])C(=O)C([H])([H])N(C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H])C([H])([H])C([H])([H])C([H])([H])/N=C(\[H])N([H])[H],480.290786064001,35,72,9,2,0.1351331,0.3555324324159453,Cc1cc(C)cc(CCN(CC(=O)NC(CCC/N=C/N)B(O)O)C(=O)CCc2ccccc2)c1,DDCLHNTVVUNFED-UHFFFAOYSA-N,DDCLHNTVVUNFED-UHFFFAOYSA-N
[H]O[C@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],158.15394068009,11,31,2,1,0.3114680999999999,0.483029146686202,C[N+](C)(C)[C@@H]1CCCC[C@H]1O,YVFNMIFOQCYHSZ-RKDXNWHRSA-N,YVFNMIFOQCYHSZ-RKDXNWHRSA-N
[H]c1c([H])c([H])c(-c2c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])[n+](C([H])([H])C(=O)N([H])c3c([H])c([H])c([H])c(S(=O)(=O)N([H])[H])c3[H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c2[H])c([H])c1[H],452.20023924009087,32,62,7,3,0.0691597,0.2661839387350372,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1cccc(S(N)(=O)=O)c1,NYIFIKNOZGTTCF-UHFFFAOYSA-O,NYIFIKNOZGTTCF-UHFFFAOYSA-O
[H]c1c([H])c([H])c(-c2c([H])c(C([H])([H])[H])[n+](C([H])([H])C(=O)N([H])c3c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c3F)c(C([H])([H])[H])c2[H])c([H])c1[H],414.1282171720906,29,50,8,3,0.0671508,0.2605768585843348,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1F,KQNYKDZRGHKBOF-UHFFFAOYSA-O,KQNYKDZRGHKBOF-UHFFFAOYSA-O
[H]c1c(SC([H])([H])[H])c(N([H])C(=O)[C@]([H])(SC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(SC([H])([H])[H])[n+](C([H])([H])[H])c1[H],471.2532034160913,30,73,6,1,0.0351256,0.2543830185830493,CCCCCCCC[C@@H](SCCCCCC)C(=O)Nc1c(SC)cc[n+](C)c1SC,JBWAGZKZUMOLQZ-OAQYLSRUSA-O,JBWAGZKZUMOLQZ-OAQYLSRUSA-O
[H]OB(O[H])C([H])(N([H])C(=O)C([H])([H])N(C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],467.295537096001,34,72,8,2,0.1434289,0.3712620851355327,Cc1cc(C)cc(CCN(CC(=O)NC(CCCCN)B(O)O)C(=O)CCc2ccccc2)c1,MDGAHOUIOJEGBC-UHFFFAOYSA-N,MDGAHOUIOJEGBC-UHFFFAOYSA-N
[H]N=C(c1c([H])c([H])c(OC([H])([H])c2c([H])n3c([H])c([H])c([H])c([H])c3[n+]2C([H])([H])[H])c([H])c1[H])N([H])[H],281.13968758409044,21,38,5,3,0.0089154,0.2337178279642802,C[n+]1c(COc2ccc(C(=N)N)cc2)cn2ccccc21,VXKBUTDBHNOTRB-UHFFFAOYSA-N,VXKBUTDBHNOTRB-UHFFFAOYSA-N
[H]OB(O[H])C([H])(N([H])C(=O)C([H])([H])N(C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C1(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])/N=C(\[H])N([H])[H],506.3064361280011,37,76,9,3,0.1415497,0.3587864369733173,N/C=N/CCCC(NC(=O)CN(CC1(c2ccccc2)CCCC1)C(=O)CCc1ccccc1)B(O)O,YNXJBBUWTCLOKJ-UHFFFAOYSA-N,YNXJBBUWTCLOKJ-UHFFFAOYSA-N
[H]c1c([H])c([H])c(-c2c([H])c(C([H])([H])C([H])([H])[H])[n+](C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])c3nnc(S(=O)(=O)N([H])[H])s3)c(C([H])([H])C([H])([H])[H])c2[H])c([H])c1[H],503.1529717640908,34,61,12,3,0.0878393,0.2968327422598269,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)NCCC(=O)Nc1nnc(S(N)(=O)=O)s1,BAOYJOYLDRTITD-UHFFFAOYSA-O,BAOYJOYLDRTITD-UHFFFAOYSA-O
[H]C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])/C(=C(\[H])C([H])([H])C([H])([H])/C(=C(\[H])C([H])([H])N([H])C(=O)[C@@]([H])(C(=O)[O-])C([H])([H])OP(=O)([O-])[O-])C([H])([H])[H])C([H])([H])[H],414.16980963773074,28,57,9,0,0.0370449,0.2432222368456052,CC(C)=CCC/C(C)=C/CC/C(C)=C/CNC(=O)[C@H](COP(=O)([O-])[O-])C(=O)[O-],SGHLYPWBEXWOJR-BCYUYYMPSA-K,SGHLYPWBEXWOJR-BCYUYYMPSA-K
[H]OB(O[H])[C@@]([H])(N([H])C(=O)C([H])([H])N(C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H])C([H])([H])C([H])([H])C([H])([H])N=C(N([H])[H])N([H])[H],495.30168509600105,36,74,10,2,0.1141038,0.3274442775762115,Cc1cc(C)cc(CCN(CC(=O)N[C@@H](CCCN=C(N)N)B(O)O)C(=O)CCc2ccccc2)c1,AGSWZHNILZKCTF-QHCPKHFHSA-N,AGSWZHNILZKCTF-QHCPKHFHSA-N
[H]OB(O[H])C([H])(N([H])C(=O)C([H])([H])N(C(=O)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C(c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])/N=C(\[H])N([H])[H],508.3220861920011,37,78,9,2,0.1385424999999999,0.3600710322783321,Cc1cc(C)cc(C(C)(C)CN(CC(=O)NC(CCC/N=C/N)B(O)O)C(=O)CCc2ccccc2)c1,DYGABVBZUCBNDS-UHFFFAOYSA-N,DYGABVBZUCBNDS-UHFFFAOYSA-N
[H]C([H])([H])Oc1c(Br)c(C(=O)[O-])c(-c2c3c(c(OC([H])([H])[H])c(Br)c2C(=O)OC([H])([H])C([H])([H])[H])OC([H])([H])O3)c2c1OC([H])([H])O2,572.9037444599104,32,47,12,4,0.0522131,0.2795287656354055,CCOC(=O)c1c(Br)c(OC)c2c(c1-c1c3c(c(OC)c(Br)c1C(=O)[O-])OCO3)OCO2,SNHJAKDHLATPGY-UHFFFAOYSA-M,SNHJAKDHLATPGY-UHFFFAOYSA-M
[H]O[C@@]([H])(C([H])([H])Oc1c(-c2c([H])c([H])c(F)c([H])c2[H])nc2c([H])c([H])c([H])c([H])c2c1C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C(=O)[O-],398.1409245719106,29,50,7,3,0.0070941,0.2121881231263231,Cc1c(OC[C@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)nc2ccccc12,CCRSFINJHYPQQP-IAGOWNOFSA-M,CCRSFINJHYPQQP-IAGOWNOFSA-M
[H]c1c([H])c([H])c(-c2c([H])c([H])c(C([H])([H])[n+]3c([H])c([H])n(C([H])([H])C([H])([H])C(C(=O)N([H])[H])(c4c([H])c([H])c([H])c([H])c4[H])c4c([H])c([H])c([H])c([H])c4[H])c3C([H])([H])[H])c([H])c2[H])c([H])c1[H],486.2539890640909,37,69,4,5,0.0978488999999999,0.3149833112858153,Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc(-c2ccccc2)cc1,WJIFEDQICDUYNL-UHFFFAOYSA-O,WJIFEDQICDUYNL-UHFFFAOYSA-O
[H]c1c([H])c([H])c(-c2c([H])c(C([H])([H])C([H])([H])[H])[n+](C([H])([H])C(=O)N([H])c3c([H])c([H])c([H])c([H])c3S(=O)(=O)N([H])[H])c(C([H])([H])C([H])([H])[H])c2[H])c([H])c1[H],424.1689391120908,30,56,7,3,0.082077,0.2707156550068411,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Nc1ccccc1S(N)(=O)=O,KMGMUDOTNOFMOZ-UHFFFAOYSA-O,KMGMUDOTNOFMOZ-UHFFFAOYSA-O
[H]O[C@]([H])(/C([H])=C([H])/C(=C(/c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c(F)c([H])c1[H])c1nnnn1C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C(=O)[O-],437.1630569839106,32,54,9,3,0.0583071,0.284534528369122,Cn1nnnc1C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])=C(\c1ccccc1)c1ccc(F)cc1,DVWJMSNCSNYDDS-HPVXQPOBSA-M,DVWJMSNCSNYDDS-HPVXQPOBSA-M
[H]c1c([H])c([H])c(-c2c([H])c(C([H])([H])[H])[n+](C([H])([H])C(=O)N([H])c3c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c3[H])c(C([H])([H])[H])c2[H])c([H])c1[H],396.1376389840906,28,50,7,3,0.060502,0.257069854781791,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1,PPZQAZQUPTXFIW-UHFFFAOYSA-O,PPZQAZQUPTXFIW-UHFFFAOYSA-O
[H]c1c([H])c([H])c(S(=O)(=O)N([H])[H])c(N([H])C(=O)C([H])([H])[n+]2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c1[H],334.1219889200905,23,43,7,2,0.0840025,0.2762776167677324,Cc1cc(C)[n+](CC(=O)Nc2ccccc2S(N)(=O)=O)c(C)c1,BQNWLNDBURYSQO-UHFFFAOYSA-O,BQNWLNDBURYSQO-UHFFFAOYSA-O
[H]c1c([H])c([H])c(-c2c([H])c(C([H])([H])[H])[n+](C([H])([H])C(=O)Oc3c([H])c([H])c4nc(S(=O)(=O)N([H])[H])sc4c3[H])c(C([H])([H])[H])c2[H])c([H])c1[H],454.0889745400905,31,51,9,4,0.058522,0.2542875154421349,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,IVSLQVMMLQFCBJ-UHFFFAOYSA-N,IVSLQVMMLQFCBJ-UHFFFAOYSA-N
[H]c1c([H])c([H])c(-c2c([H])c(C([H])([H])[H])[n+](C([H])([H])C(=O)N([H])c3c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c3Br)c(C([H])([H])[H])c2[H])c([H])c1[H],474.0481510520906,29,50,8,3,0.0711429,0.2601373496168963,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1Br,CRSFUODGLVACMP-UHFFFAOYSA-O,CRSFUODGLVACMP-UHFFFAOYSA-O
[H]c1c([H])c([H])c(-c2c([H])c(C([H])([H])[H])[n+](C([H])([H])C(=O)N([H])c3c(Cl)c(Cl)c(S(=O)(=O)N([H])[H])c([H])c3S(=O)(=O)N([H])[H])c(C([H])([H])[H])c2[H])c([H])c1[H],543.0324935520905,34,55,13,3,0.0937503999999999,0.2907525888766714,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl,XMCXXTIMJCNNQJ-UHFFFAOYSA-O,XMCXXTIMJCNNQJ-UHFFFAOYSA-O
[H]c1c([H])c([H])c(-c2c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])[n+](C([H])([H])C(=O)Oc3c([H])c([H])c4nc(S(=O)(=O)N([H])[H])sc4c3[H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c2[H])c([H])c1[H],510.1515747960907,35,63,9,4,0.0614336,0.2601620535833502,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1,NWDHGOTTZZCWHZ-UHFFFAOYSA-N,NWDHGOTTZZCWHZ-UHFFFAOYSA-N
[H]c1c([H])c(Cl)c(N([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])C(=O)[O-])c(Cl)c1[H],294.00940749991025,19,29,5,2,0.0750548,0.2845366128913173,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,DCOPUUMXTXDBNB-UHFFFAOYSA-M,DCOPUUMXTXDBNB-UHFFFAOYSA-M
[H]O[C@]([H])(/C([H])=C(\[H])C(=C(c1c([H])c([H])c(F)c(C([H])([H])[H])c1[H])c1c([H])c([H])c(F)c(C([H])([H])[H])c1[H])c1nnnn1C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C(=O)[O-],483.1849352999108,35,60,10,3,0.0498079,0.2771740815590759,Cc1cc(C(=C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c2nnnn2C)c2ccc(F)c(C)c2)ccc1F,LZRZADKQIIVKBB-LXORQPIJSA-M,LZRZADKQIIVKBB-LXORQPIJSA-M
[H]Oc1c([H])c([H])c(-c2c3nc(c(-c4c([H])c([H])c([H])c([H])c4[H])c4c([H])c([H])c(c(-c5c([H])c([H])c(O[H])c(C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c5[H])c5c([H])c([H])c(c(-c6c([H])c([H])c([H])c([H])c6[H])c6nc2C([H])=C6[H])n5[H])n4[H])C([H])=C3[H])c([H])c1C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],790.3984276801813,60,110,8,9,0.05389,0.1989005786884656,C[N+](C)(C)Cc1cc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccc(O)c(C[N+](C)(C)C)c4)c4ccc([nH]4)c(-c4ccccc4)c4nc2C=C4)C=C3)ccc1O,CWCQAHZVLWHUTO-UHFFFAOYSA-P,CWCQAHZVLWHUTO-UHFFFAOYSA-P
[H]O[C@]([H])(/C([H])=C(\[H])c1c(-c2c([H])c([H])c(F)c(C([H])([H])[H])c2[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C(=O)[O-],371.1664110479107,27,51,5,2,0.0368773,0.2587680846050576,Cc1cc(C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)c(C)c2)c1,UXVPXZWXYNUYFT-PJHKVULZSA-M,UXVPXZWXYNUYFT-PJHKVULZSA-M
[H]O[C@]([H])(/C([H])=C(\[H])C(=C(c1c([H])c([H])c(F)c([H])c1[H])c1c([H])c([H])c(F)c([H])c1[H])c1nnnn1C([H])([H])C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C(=O)[O-],469.16928523591065,34,57,10,3,0.0522041999999999,0.281844741954357,CCn1nnnc1C(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])=C(c1ccc(F)cc1)c1ccc(F)cc1,XMERFHFYRWAKEF-XICOBVEKSA-M,XMERFHFYRWAKEF-XICOBVEKSA-M
[H]c1c([H])c([H])c(C(C(=O)N([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])n2c([H])c([H])[n+](C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c2C([H])([H])[H])c([H])c1[H],376.2383390000908,28,58,4,3,0.1082743999999999,0.3357536410259246,CCCC[n+]1ccn(CCC(C(N)=O)(c2ccccc2)c2ccccc2)c1C,SOVRSKDTYAJYNQ-UHFFFAOYSA-O,SOVRSKDTYAJYNQ-UHFFFAOYSA-O
[H]Oc1c([H])c([H])c(-c2c3nc(c([H])c4c([H])c([H])c(c(-c5c([H])c([H])c(O[H])c(C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c5[H])c5nc(c([H])c6c([H])c([H])c2n6[H])C([H])=C5[H])n4[H])C([H])=C3[H])c([H])c1C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],638.3358274241812,48,90,8,7,0.0558192,0.2014435100621174,C[N+](C)(C)Cc1cc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(O)c(C[N+](C)(C)C)c4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)ccc1O,ZDNAGIVCJDYDRU-UHFFFAOYSA-P,ZDNAGIVCJDYDRU-UHFFFAOYSA-P
[H]O[C@]([H])(C([H])([H])Oc1c(Cl)c([H])c(C([H])([H])[H])c([H])c1C([H])(c1c([H])c([H])c(F)c(C([H])([H])[H])c1[H])c1c([H])c([H])c(F)c(C([H])([H])[H])c1[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C(=O)[O-],517.1598816959108,36,64,8,3,0.0670995,0.3085059789014866,Cc1cc(Cl)c(OC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(c2ccc(F)c(C)c2)c2ccc(F)c(C)c2)c1,KIFDBWNUTUGZID-RTWAWAEBSA-M,KIFDBWNUTUGZID-RTWAWAEBSA-M
[H]OC1(C([H])([H])C([H])([H])C([H])([H])c2c([H])c([H])c(-c3n[n+](C([H])([H])[H])nn3[H])c([H])c2[H])C([H])([H])C([H])([H])N(C([H])([H])[C@@]2([H])C([H])([H])N(C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])[C@]2([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C1([H])[H],557.3962366080914,41,90,7,6,0.0041056999999999,0.1654564830836493,C[n+]1n[nH]c(-c2ccc(CCCC3(O)CCN(C[C@H]4CN(CC5CCCCC5)C[C@@H]4c4ccccc4)CC3)cc2)n1,VRWSWNLSRFRDDD-AJQTZOPKSA-O,VRWSWNLSRFRDDD-AJQTZOPKSA-O
[H]c1nc(N([H])C(=O)C([H])([H])[n+]2c(C([H])([H])[H])c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])c([H])c2C([H])([H])[H])nc(N([H])c2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2[H])c1[H],489.1703360800907,35,60,10,4,0.077476,0.2879474814795714,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1nccc(Nc2ccc(S(N)(=O)=O)cc2)n1,AKJMZBZOEQVXLJ-UHFFFAOYSA-O,AKJMZBZOEQVXLJ-UHFFFAOYSA-O
[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])SC(=O)OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],234.15222642809,15,39,4,0,0.1324772,0.389213556608666,CCCCCSC(=O)OCC[N+](C)(C)C,KDJIRJJIEGFPOG-UHFFFAOYSA-N,KDJIRJJIEGFPOG-UHFFFAOYSA-N
[H]C([H])([H])C([H])([H])C(SC(=O)OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],234.15222642809,15,39,4,0,0.1400283,0.3918820535043393,CCC(C)(C)SC(=O)OCC[N+](C)(C)C,NWWRUCBZOXVDBP-UHFFFAOYSA-N,NWWRUCBZOXVDBP-UHFFFAOYSA-N
[H]c1c([H])c([H])c(C(C(=O)N([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])n2c([H])c([H])[n+](C([H])([H])c3c([H])c([H])c([H])c(C([H])([H])[H])c3[H])c2C([H])([H])[H])c([H])c1[H],424.2383390000908,32,62,4,4,0.1100331999999999,0.3357909902226831,Cc1cccc(C[n+]2ccn(CCC(C(N)=O)(c3ccccc3)c3ccccc3)c2C)c1,JMONXCGYCDYWKS-UHFFFAOYSA-O,JMONXCGYCDYWKS-UHFFFAOYSA-O
[H]c1nc2c(nc(-c3c([H])c([H])c(Cl)c([H])c3[H])n2C([H])([H])C(=O)N([H])C([H])([H])C(=O)[O-])c([H])c1[H],343.0603415039104,24,36,8,3,0.0236818,0.2340883330801129,O=C([O-])CNC(=O)Cn1c(-c2ccc(Cl)cc2)nc2cccnc21,DXOXWVFFADNUOW-UHFFFAOYSA-M,DXOXWVFFADNUOW-UHFFFAOYSA-M
